,patientId,value0,value1,value2,value3,value4,value5,value6,value7,value8,value9,value10,value11,value12,value13,value14,value15,value16,value17,value18,value19,value20,value21,value22,value23,value24,value25,value26,value27,value28,value29,value30,value31,value32,value33,value34,value35,value36,value37,value38,value39,value40,value41,value42,value43,value44,value45,value46,value47,value48,value49,value50,value51,value52,value53,value54,value55,value56,value57,value58,value59,value60,value61,value62,value63,value64,value65,value66,value67,value68,value69,value70,value71,value72,value73,value74,value75,value76,value77,value78,value79,value80,value81,value82,value83,value84,value85,value86,value87,value88,value89,value90,value91,value92,value93,value94,value95,value96,value97,value98,value99,value100,value101,value102,value103,value104,value105,value106,value107,value108,value109,value110,value111,value112,value113,value114,value115,value116,value117,value118,value119,value120,value121,value122,value123,value124,value125,value126,value127,value128,value129,value130,value131,value132,value133,value134,value135,value136,value137,value138,value139,value140,value141,value142,value143,value144,value145,value146,value147,value148,value149,value150,value151,value152,value153,value154,value155,value156,value157,value158,value159,value160,value161,value162,value163,value164,value165,value166,value167,value168,value169,value170,value171,value172,value173,value174,value175,value176,value177,value178,value179,value180,value181,value182,value183,value184,value185,value186,value187,value188,value189,value190,value191,value192,value193,value194,value195,value196,value197,value198,value199,value200,value201,value202,value203,value204,value205,value206,value207,value208,value209,value210,value211,value212,value213,value214,value215,value216,value217,value218,value219,value220,value221,value222,value223,value224,value225,value226,value227,value228,value229,value230,value231,value232,value233,value234,value235,value236,value237,value238,value239,value240,value241,value242,value243,value244,value245,value246,value247,value248,value249,value250,value251,value252,value253,value254,value255,value256,value257,value258,value259,value260,value261,value262,value263,value264,value265,value266,value267,value268,value269,value270,value271,value272,value273,value274,value275,value276,value277,value278,value279,value280,value281,value282,value283,value284,value285,value286,value287,value288,value289,value290,value291,value292,value293,value294,value295,value296,value297,value298,value299,value300,value301,value302,value303,value304,value305,value306,value307,value308,value309,value310,value311,value312,value313,value314,value315,value316,value317,value318,value319,value320,value321,value322,value323,value324,value325,value326,value327,value328,value329,value330,value331,value332,value333,value334,value335,value336,value337,value338,value339,value340,value341,value342,value343,value344,value345,value346,value347,value348,value349,value350,value351,value352,value353,value354,value355,value356,value357,value358,value359,value360,value361,value362,value363,value364,value365,value366,value367,value368,value369,value370,value371,value372,value373,value374,value375,value376,value377,value378,value379,value380,value381,value382,value383,reference,_id
20,46,0.154839,0,0,0,0,0,0.74019,0.140706,0,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25,-0.25,0,0,0,0,0,0,-0.25,-0.25,-0.25,-0.25,0,0,0,0,0,0,-0.25,-0.25,-0.25,-0.25,0,0,0,0,0,0,-0.25,-0.25,-0.25,-0.25,0,0,0,0,0,0,-0.25,-0.25,-0.25,-0.25,0,0,0,0,0,0,0,0,-0.25,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143885,0,0,0,0,0,0,0,0,-0.25,0.614173,0,0,0,0.311015,0.908108,0.974397,0.821605,0,-0.25,0.823358,0,0,0.708128,0.904077,0.57243,0,0,0,0,0.8125,0.723013,0.400835,0.835046,0,0,0,0,0,0.2,0.818182,0.634672,0.025357,0.808052,0.231325,0,0,0,-0.25,-0.25,0.697632,0.836095,0,0,0,0,-0.25,-0.25,-0.25,-0.25,0.257329,0.499339,0,0,0,0,-0.25,-0.25,-0.25,-0.25,0.312849,0.531287,0,0,0,0,-0.25,-0.25,-0.25,-0.25,0.296736,0.851624,0.386149,0,0,0,-0.25,-0.25,-0.25,-0.25,0.810047,0.851197,0.482601,0.771812,0.31602,0,0,0,-0.25,-0.25,0.839779,0.831967,0.519567,0.78728,0.518004,0,0,0,0,0,0.949451,0,0,0.763032,0.865098,0.363584,0,0,0,0,0.733212,0,0,0,0.663657,0.905575,0.953958,0.677748,0,-0.25,0,0,0,0,0,0,0,0,0,0,0,0.989184,0.987528,0,0,0,0,0,0,0.996434,0.920405,0,0,-0.25,0,0,0.989984,0.996843,0,0,-0.25,-0.25,0,0,0.985075,0.711691,0,-0.25,-0.25,-0.25,0,0,0,0.971836,0,0,-0.25,-0.25,0,0,0,0.996656,0,0,0,-0.25,0,0,0,0.990005,0.974385,0,0,0,0,0,0,0.99099,0.986159,0,0,0,0,0,0,0.929061,0.956157,0,0,0,0,0,0,0,0,0,0.30773,0,0,0,0,0,0,0.451892,0,-0.25,0,0,0,0,0,0,-0.25,-0.25,0,0,0,0,0,-0.25,-0.25,-0.25,0,0,0,0,0,0,-0.25,-0.25,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,0,0.30773,0,0,0,0,0,0,0,0,0,69.490952,5f4515ff4579cda5ca02b55f
21,12,0.185792,0.842647,0.268063,0,0,0.345244,0.040738,0,0,-0.25,0.247283,0,0.084321,0.45506,0,0,0,0,0,0,0.026936,0,0.832752,0.836658,0,0.160131,0,0,0,0,0,0,0.811828,0.828636,0.665392,0.6125,0,-0.25,-0.25,-0.25,0,0,0,0,0,-0.25,-0.25,-0.25,-0.25,-0.25,0,0,0,0,0,-0.25,-0.25,-0.25,-0.25,-0.25,0,0,0,0,0,-0.25,-0.25,-0.25,-0.25,-0.25,0.222222,0,0,0,0,-0.25,-0.25,-0.25,-0.25,-0.25,0.255556,0,0.436752,0.911458,0,0,0,-0.25,-0.25,-0.25,0,0,0,0.969007,0,0,0,0,0,0,0.153392,0,0,0.338855,0,0,0,0,0,0,0.71567,0.559585,0.830432,0,0.142971,0.75461,0.115039,0.161274,0,0,0.721574,0.137221,0.798594,0,0.877219,0.909588,0.9068,0.775014,0.166759,0,0.86052,0.017717,0,0,0,0,0.961808,0.91327,0,0,0.787623,0,0,0,0,0,0,0,0,0,0.686427,0,0,0,0,0,0,-0.25,-0.25,-0.25,0.784636,0,0,0,0,-0.25,-0.25,-0.25,-0.25,-0.25,0.851385,0.372414,0,0,0,-0.25,-0.25,-0.25,-0.25,-0.25,0.518447,0,0,0,0,-0.25,-0.25,-0.25,-0.25,-0.25,0.330827,0,0,0,0,-0.25,-0.25,-0.25,-0.25,-0.25,0.262431,0,0,0,0,0,0,-0.25,-0.25,-0.25,0.444206,0,0,0,0,0.79315,0.088827,0,0,0,0.412442,0,0,0.672468,0.799515,0.952,0.894346,0,0,0,0,0.656652,0.104987,0.799895,0.877573,0.921595,0.561234,0,0,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25,-0.25,0,0,0,0,0,-0.25,-0.25,-0.25,0,0.998207,0.983879,0,-0.25,-0.25,-0.25,-0.25,0,0.997575,0.964072,0,0,-0.25,-0.25,-0.25,0,0,0,0,0,0,-0.25,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25,-0.25,0,0,0,0,0,-0.25,-0.25,-0.25,0,0,0,0,-0.25,-0.25,-0.25,-0.25,0,0,0,0,0,-0.25,-0.25,-0.25,0,0,0,0,0,0,-0.25,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.938002,5f4515ff4579cda5ca02b560
22,37,0.309091,0,0,0.87404,0.880667,0,0,0.875932,0.663507,-0.25,0.036036,0,0,0.906355,0.344013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25,-0.25,-0.25,0,0,0,0,0,0,-0.25,-0.25,-0.25,-0.25,0,0,0,0,0,-0.25,-0.25,-0.25,-0.25,-0.25,0,0,0,0,0,-0.25,-0.25,-0.25,-0.25,-0.25,0,0,0,0,0,0,-0.25,-0.25,-0.25,-0.25,0,0,0,0,0,0,0,-0.25,-0.25,-0.25,0,0,0.403094,0.071293,0,0,0,0,0,0,0,0,0.90399,0.864187,0.581498,0,0,0.757113,0,0,0,0,0.561941,0.847623,0.198621,0,0.895764,0.929093,0.166574,-0.25,0.209476,0.392226,0.077201,0,0.844338,0.836966,0.977573,0.924692,0.594595,-0.25,0.181333,0.29589,0,0,0,0,0.948518,0.930126,0,0,0.215054,0,0,0,0,0,0,0,0,0,0.27685,0,0,0,0,0,0,-0.25,-0.25,-0.25,0.583333,0,0,0,0,0,-0.25,-0.25,-0.25,-0.25,0.606702,0,0,0,0,-0.25,-0.25,-0.25,-0.25,-0.25,0.711326,0,0,0,0,-0.25,-0.25,-0.25,-0.25,-0.25,0.353741,0,0,0,0,0,-0.25,-0.25,-0.25,-0.25,0.158192,0,0,0,0,0,0,-0.25,-0.25,-0.25,0.722759,0.3,0,0,0,0,0,0,0,0,0.853333,0.672401,0.113879,0,0,0,0,0.94851,0.9437,0,0.128655,0.242515,0.496392,0,0,0.877745,0.902598,0.972694,0.853869,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.986249,0,0,0,0,-0.25,-0.25,0,0.999617,0,0,0,-0.25,-0.25,-0.25,0,0.995662,0,0,-0.25,-0.25,-0.25,-0.25,0,0,0,0,0,-0.25,-0.25,-0.25,0,0,0,0,0,0,-0.25,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25,-0.25,0,0,0,0,0,-0.25,-0.25,-0.25,0,0,0,0,-0.25,-0.25,-0.25,-0.25,0,0,0,0,0,-0.25,-0.25,-0.25,0,0,0,0,0,0,-0.25,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.251184,5f4515ff4579cda5ca02b561
23,61,0,0,0,0.562948,0,0,0,-0.25,-0.25,-0.25,0,0,0,0.853455,0,0,0,0,-0.25,-0.25,0,0.822654,0.478405,0,0,0,0,0,0,0,0.21978,0.930119,0.762963,0.91179,0,0,0,0,0,0,0,0.889081,0.978057,0.905222,0.791289,0,0,0,0,-0.25,0,0.193548,0.988095,1,0.963821,0,0,0,-0.25,-0.25,0,0,0.900045,0.993395,0.950042,0,0,0,-0.25,-0.25,0,0.539785,0.889764,0.915316,0,0,0,0,0,-0.25,0.106667,0.989214,0.925409,0.811856,0,0,0,0,0,0,0,0.454327,0.59359,0.719298,0,0,0,0,0,0,0,0,0.893597,0.504751,0,0,0,0,-0.25,-0.25,0,0,0.919815,0.740741,0,0,0,-0.25,-0.25,-0.25,0,0,0.542493,0.800207,0,0,0,-0.25,-0.25,-0.25,0,0,0,0,0,0,0,0,-0.25,-0.25,0,0.830923,0.912495,0.05531,0,0,0,0,0,0,0.790885,0.988764,0.96288,0,0,0,0,0,0,0,0.87381,0.818898,0.815642,0.054585,0,0,0,0,0,-0.25,1,0.742268,0.859929,0.522648,0,0,0,0,-0.25,-0.25,0.964222,0.509847,0.602258,0.21831,0,0,0,0,-0.25,-0.25,0.880562,0.92511,0.899628,0,0,0,0,0,0,-0.25,0.536797,0.96409,0.747975,0,0,0,0,0,0,0,0,0.294643,0.041667,0.696012,0.687192,0,0,0,0,0,0,0.186207,0.561798,0.225632,0,0,0,0,-0.25,-0.25,0,0,0.311015,0.956983,0,0,0,-0.25,-0.25,-0.25,0.986517,0,0,0,0,0,-0.25,-0.25,0.994184,0,0,0,0,0,0,-0.25,0.996411,0,0.998502,0.99039,0,0,0,0,0.996589,0,0.992659,0.994984,0.90023,0,0,-0.25,0.996065,0,0,0,0.997139,0.994259,0,-0.25,0.996589,0,0.99648,0.995245,0,0,0,-0.25,0.994125,0,0.985749,0,0,0,0,0,0.984208,0,0,0,0,0,0,-0.25,0.928191,0,0,0,0,0,-0.25,-0.25,0.969893,0,0,0,0,0,-0.25,-0.25,0.920844,0,0,0,0,0,0,-0.25,0.959121,0,0,0,0,0,0,0,0.967563,0,0,0,0,0,0,-0.25,0.967027,0,0,0,0,0,0,-0.25,0.967554,0,0,0,0,0,0,-0.25,0.967286,0,0,0,0,0,0,0,0.967554,0,0,0,0,0,0,-0.25,0.951364,0,0,0,0,0,-0.25,-0.25,16.683362,5f4515ff4579cda5ca02b562
24,5,0,0.147059,0.370766,0.848796,0,0.067586,0,0,0,-0.25,0,0,0,0,0.570523,0.944928,0.748281,0,0,0,0,0,0.562162,0.95348,0.978051,0.957519,0,0,0,0,0,0,0.888481,0.9037,0.366516,0,0,0,0,-0.25,0,0,0,0,0,0,0,-0.25,-0.25,-0.25,0,0,0,0,0,0,-0.25,-0.25,-0.25,-0.25,0,0,0,0,0,0,-0.25,-0.25,-0.25,-0.25,0,0.390306,0.847926,0.768355,0,0,0,-0.25,-0.25,-0.25,0,0.067925,0.912397,0.931315,0,0,0,0,0,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0.87443,0.098232,0,0,0,0,0,0,0,0,0.751494,0.614754,0,0,0,0,0,-0.25,0,0,0,0,0.970881,0.744502,0,0,0,-0.25,0,0,0,0,0.394737,0.863036,0,0,0.856955,1,0,0,0,0,0.900983,0.91861,0,0,0.966897,0.912716,0,0,0.211454,0.925706,0,0,0,0,0,-0.25,0.074074,0.701471,0.767717,0.89896,0,0,0,-0.25,-0.25,-0.25,0.027211,0.926986,0.941176,0.933009,0.115385,0,-0.25,-0.25,-0.25,-0.25,0.023952,0.895865,0.79668,0.976948,0.700222,0,-0.25,-0.25,-0.25,-0.25,0,0.862226,0.95788,0.864875,0.060302,0,0,-0.25,-0.25,-0.25,0,0.067925,0.799857,0.868373,0.861857,0.808119,0,0,0,-0.25,0,0,0,0,0.510186,0.901876,0,0.937909,0,0,0,0,0,0,0.843118,0.928056,0,0.967584,0,0,0,0,0,0.896722,0.282723,0,0,0.812936,0,-0.25,0.996575,0,0,0,0,0,0,-0.25,0.997061,0,0,0,0,0,0,0,0.997793,0,0,0,0,0,0,0,0.998023,0,0,0,0,0,-0.25,-0.25,0.995257,0,0,0,0,-0.25,-0.25,-0.25,0.99123,0,0,0,0,0,-0.25,-0.25,0.985673,0,0,0,0,0,0,0,0.982544,0,0,0,0,0,0,0,0.975545,0.908867,0.997052,0.972012,0,0,0,-0.25,0.989276,0.998535,1,0.999305,0,0,0,-0.25,0.994218,0.99993,1,0.999969,0.924629,0,0,0,0.996512,0.999682,0.999633,0.996652,0,0,0,0,0.994957,0,0,0,0,0,-0.25,-0.25,0.993331,0,0,0,0,-0.25,-0.25,-0.25,0.994712,0,0,0,0,0,-0.25,-0.25,0.997561,0.975932,0.99909,0.998328,0.916435,0,0,0,0.997265,0.994592,1,0.999985,0.984485,0,0,0,0.995503,0.663669,0.999467,0.997072,0,0,0,-0.25,30.759931,5f4515ff4579cda5ca02b563
25,21,0,0,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25,-0.25,0,0,0,0,0,0,-0.25,-0.25,-0.25,-0.25,0,0,0,0,0.426804,0,-0.25,-0.25,-0.25,-0.25,0,0,0,0,0,0,-0.25,-0.25,-0.25,-0.25,0,0,0,0,0,0,-0.25,-0.25,-0.25,-0.25,0,0,0,0,0,0,0,0,-0.25,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035303,0,0,0,-0.25,0,0,0,0,0,0.455906,0.245917,0,0,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27,0.021192,0,0.462197,0,0,0,-0.25,-0.25,0,0.346205,0.299213,0.551655,0.444664,0,-0.25,-0.25,-0.25,-0.25,0,0.111901,0.136752,0.67127,0.651373,0,-0.25,-0.25,-0.25,-0.25,0,0.146341,0.060991,0.827564,0.398314,0,-0.25,-0.25,-0.25,-0.25,0,0,0,0.328467,0.635153,0,-0.25,-0.25,-0.25,-0.25,0,0,0,0,0,0,0,0,-0.25,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034975,0,0,0,0,0,0,0,0,0.38,0,0,0,0,-0.25,0.988275,0.999919,0.999983,0.999934,0,0,0,0,0,0.998964,0.999967,0.999926,0,0,0,0,0,0.884581,0.999777,0.999988,0.905629,0,0,-0.25,0,0,0.996894,0.999795,0,0,-0.25,-0.25,0,0,0.974814,0.998838,0,-0.25,-0.25,-0.25,0,0,0.998776,0.99983,0.987265,0,-0.25,-0.25,0,0.884565,0.999868,0.999999,0.998491,0,0,-0.25,0,0.999164,0.999913,0.999982,0.99923,0,0,0,0,0.999776,0.999987,1,0.999434,0,0,0,0.914945,0.999606,0.99987,1,0.999404,0,0,0,0.998704,1,0.999968,1,0.999447,0,0,0,0.999331,0.999873,0.999951,0.999932,0.997756,0,0,-0.25,0.996518,0.987358,0.990483,0.976279,0,0,-0.25,-0.25,0,0.985016,0.995448,0,0,-0.25,-0.25,-0.25,0,0.999556,0.999997,0.999498,0,0,-0.25,-0.25,0.994278,0.99999,0.999963,1,0.994428,0,0,-0.25,0.998091,0.999557,0.999969,0.999982,0.981864,0,0,0,0.999151,0.99988,0.999919,0.999953,0,0,0,0,44.229745,5f4515ff4579cda5ca02b564
26,41,0,0,0,0.69273,0.825557,0,0,0,0,-0.25,0,0,0,0,0,0,0,0,0,0,0,0.013514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,0,0,-0.25,-0.25,-0.25,0,0,0.881866,0.606327,0,0,-0.25,-0.25,-0.25,-0.25,0,0,0,0,0,0,-0.25,-0.25,-0.25,-0.25,0,0,0,0,0,0,0,-0.25,-0.25,-0.25,0,0,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.77635,0.860413,0,0,0,0,-0.25,0,0,0,0.916634,0.857335,0,0,0,0,-0.25,0,0,0.841155,0.942503,0,0,0,0,0,0,0,0,0.891103,0.873701,0,0,0,0,0,0,0,0,0.949052,0.938567,0,0,0,0,0,-0.25,0,0,0.643522,0.766316,0.213362,0,0,-0.25,-0.25,-0.25,0,0,0.668289,0.84357,0.376143,0,-0.25,-0.25,-0.25,-0.25,0,0,0.699422,0.814099,0.617758,0,-0.25,-0.25,-0.25,-0.25,0,0.013274,0.522591,0.695401,0.587464,0,0,-0.25,-0.25,-0.25,0,0,0.870705,0.937264,0.023411,0,0,0,0,-0.25,0,0,0.856132,0.846391,0,0,0,0,0,0,0,0,0.825657,0.950287,0,0,0,0,0,0,0,0,0,0.909188,0.830915,0,0,0,0,-0.25,0,0,0,0,0,0,0,-0.25,0,0,0.97862,0,0,0,0,0,0,0.991713,0.99744,0.970856,0,0,0,0,0,0,0.99805,0.998327,0,0,-0.25,-0.25,0,0,0,0,0,-0.25,-0.25,-0.25,0,0,0,0,0,0,-0.25,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25,-0.25,0,0,0,0,0.622745,-0.25,-0.25,-0.25,0,0,0,0,0,0,-0.25,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25,77.920817,5f4515ff4579cda5ca02b565
27,67,0,0,0,0,0,0,-0.25,-0.25,-0.25,-0.25,0,0,0,0.919061,0,0,0,-0.25,-0.25,-0.25,0,0,0,0.966322,0.673408,0,0,0,0,-0.25,0,0,0,0.813692,0.986043,0.344706,0,0,0,0,0,0,0,0,0.963014,0.975279,0.447461,0,0,0,0,0,0,0,0.389716,0.994405,0.983467,0,0,-0.25,0,0,0,0,0.898301,0.997163,0.936997,0,0,-0.25,0,0,0,0.059406,0.987026,0.899658,0,0,0,0,0,0,0,0.926737,0.922871,0,0,0,0,0,0,0,0,0.955414,0,0,0,0,0,-0.25,0,0,0,0.814751,0,0,0,-0.25,-0.25,-0.25,0,0,0,0,0,0,-0.25,-0.25,-0.25,-0.25,0,0,0,0,0,0,-0.25,-0.25,-0.25,-0.25,0,0,0,0,0,0,0,-0.25,-0.25,-0.25,0,0.702359,0.601504,0,0,0,0,0,0,-0.25,0.891089,0.596154,0.897275,0,0,0,0,0,0,0,1,0.662136,0.956938,0.11655,0,0,0,0,0,0,0.98913,0.579952,0.908393,0.800986,0,0,0,0,0,-0.25,1,0.484536,0.935148,0.852928,0,0,0,0,0,-0.25,0.965142,0.877593,0.922072,0,0,0,0,0,0,0,0.243243,0.669276,0.621037,0,0,0,0,0,0,0,0,0.749621,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,0,0,-0.25,-0.25,-0.25,0,0,0,0,0,0,-0.25,-0.25,-0.25,-0.25,0.997696,0,0,0,0,-0.25,-0.25,-0.25,0.999693,0,0,0,0,0,0,-0.25,0.999141,0.885529,0,0,0,0,0,0,0.997729,0,0,0,0,0,0,0,0.996977,0,0,0,0,0,0,-0.25,0.997729,0,0,0,0,0,0,0,0.999396,0.951718,0,0,0,0,0,0,0.997765,0,0,0,0,0,0,-0.25,0.99456,0,0,0,0,-0.25,-0.25,-0.25,0.991935,0,0,0,0,-0.25,-0.25,-0.25,0.977299,0,0,0,0,0,0,-0.25,0.959813,0,0,0,0,0,0,0,0.920659,0,0,0,0,0,0,0,0.947125,0,0,0,0,0,0,-0.25,0.946126,0,0,0,0,0,0,0,0.973351,0,0,0,0,0,0,0,0.986006,0,0,0,0,0,0,-0.25,0.990565,0,0,0,0,-0.25,-0.25,-0.25,19.700062,5f4515ff4579cda5ca02b566
28,81,0.786301,0.257143,0.572215,0,0,0,0,-0.25,-0.25,-0.25,0,0,0.231325,0.94382,0,0,0,0,-0.25,-0.25,0,0,0,0.975572,0.834643,0.140805,0,0,0,-0.25,0,0,0,0.732218,0.961451,0.448307,0,0,0,0,0,0,0.498361,0.8535,0.980632,0.975796,0.953629,0,0,-0.25,0,0,0,0.837644,0.982287,0.994394,0.985844,0,-0.25,-0.25,0,0,0.634176,0.931639,0.9871,0.993574,0.975009,0.743688,-0.25,-0.25,0,0,0.808922,0.981871,0.968683,0.90091,0,0,0,-0.25,0,0,0.472222,0.923119,0.802097,0,0,0,0,0,0,0,0.879979,0.913043,0.360902,0,0,0,0,-0.25,0,0,0.903484,0.818833,0,0,0,0,-0.25,-0.25,0,0.273649,0.813154,0,0,0,0,-0.25,-0.25,-0.25,0.56705,0,0,0,0,0,0,-0.25,-0.25,-0.25,0.661871,0.758427,0,0,0,0,0,0,-0.25,-0.25,0.918794,0.795573,0,0,0,0,0,0,0,-0.25,0.94664,0.766977,0,0,0,0,0,0,0,0,0.874384,0.853125,0,0,0,0,0,0,0,-0.25,0.184211,0.898381,0,0,0,0,0,0,-0.25,-0.25,0.026144,0.897756,0.161209,0,0,0,0,0,-0.25,-0.25,0.336898,0.85084,0.087571,0,0,0,0,0,0,-0.25,0.522727,0.615694,0,0,0,0,0,0,0,0,0.80593,0.709428,0,0,0,0,0,0,0,-0.25,0.943633,0.908865,0,0,0,0,0,0,-0.25,-0.25,0.675472,0.789614,0.625,0,0,0,0,-0.25,-0.25,-0.25,0,0,0,0,0,0,-0.25,-0.25,0,0,0,0,0,0,0,-0.25,0.852792,0.79233,0,0.831855,0,0,0,0,0.996271,0.951302,0,0.991899,0.97409,0,0,-0.25,0.994389,0,0,0.967702,0.986674,0,0,-0.25,0,0,0.775385,0,0.817518,0,0,-0.25,0,0,0.534606,0.868638,0,0,0,0,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,0,-0.25,-0.25,0,0,0,0,0,0,-0.25,-0.25,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,0,-0.25,-0.25,17.443927,5f4515ff4579cda5ca02b567
29,69,0.669528,0.381625,0,0,0.936714,0,0,-0.25,-0.25,-0.25,0.289855,0,0,0.135501,0.937444,0,0,0,-0.25,-0.25,0,0,0,0.931161,0.661765,0.864802,0,0,0,0,0,0.337079,0.679887,0.835821,0.763987,0.887187,0,0,0,0,0,0,0.245399,0.072464,0,0,0,0,0,-0.25,0,0,0.601073,0,0,0.797893,0.873491,0,-0.25,-0.25,0,0,0,0,0,0.850212,0.726897,0,-0.25,-0.25,0,0.132353,0.810707,0,0,0,0,0,0,-0.25,0.628272,0.301255,0.727273,0.937793,0.856031,0.924718,0,0,0,0,0.098361,0,0,0.961314,0,0.562141,0,0,0,0,0.102564,0,0,0.958911,0.355263,0,0,0,-0.25,-0.25,0.416667,0.44523,0.855637,0.969969,0.889662,0,0,-0.25,-0.25,-0.25,0.641256,0.99441,0.950209,0.928665,0.887838,0.561069,0,-0.25,-0.25,-0.25,0.47619,0.950989,0.991585,0.916573,0.764971,0.922234,0,0,-0.25,-0.25,0,0,0,0,0.607595,0.955998,0,0,0,0,0,0,0,0,0,0.974726,0.708356,0,0,0,0,0,0,0,0,0.98074,0.948265,0,0,-0.25,0,0,0,0,0.81775,0.998041,0.917438,0,-0.25,-0.25,0,0,0,0,0.26422,0.995215,0.882731,0,-0.25,-0.25,0,0,0,0,0,0.984417,0.711346,0,0,-0.25,0,0,0,0,0,0.979217,0,0,0,0,0,0,0.159468,0.616523,0.763987,0.971052,0,0,0,0,0.740741,0.891705,0.921238,0.780469,0.901949,0.96162,0,0,-0.25,-0.25,0.849817,0.972178,0.783224,0,0.929494,0.816586,0,-0.25,-0.25,-0.25,0,0,0,0,0,0,-0.25,-0.25,0,0,0,0,0,0,0,-0.25,0,0.992771,0.69697,0,0,0,0,0,0.996976,0.999696,0.998312,0.995566,0.944593,0,0,-0.25,0.999191,0.99992,0.989425,0.994325,0.978701,0,-0.25,-0.25,0.999376,0.999956,0.994832,0.996217,0,0,0,-0.25,0.997651,0.974938,0,0.621849,0,0,0,0,0.947561,0,0,0,0,0,0,-0.25,0,0,0,0,0,0,-0.25,-0.25,0,0,0.97277,0.995805,0.899529,0,-0.25,-0.25,0,0,0,0,0.989635,0,0,-0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,0,-0.25,-0.25,0,0,0,0,0,0,0,-0.25,0,0,0,0,0,0,0,0,0,0,0.822222,0,0.925087,0,0,-0.25,0,0,0.935299,0,0,0,-0.25,-0.25,13.071133,5f4515ff4579cda5ca02b568
